ANO_MES;ORGAO;NOME_ORGAO;SIGLA_ORGAO;APROVADA;DISTRIBUIDA;OCUPADA;VAGA;;;;;
202203;35000;MINISTERIO DAS RELACOES EXTERIORES;MRE;5480,;3887,;2739,;2741,;;;;;
202203;35201;FUNDACAO ALEXANDRE DE GUSMAO;FAG;78,;69,;44,;34,;;;;;
202203;36201;FUNDACAO OSWALDO CRUZ;FIOCRUZ;6561,;6260,;4673,;1888,;;;;;
202203;36205;FUNDACAO NACIONAL DE SAUDE;FUNASA;4518,;4512,;1793,;2725,;;;;;
202203;36207;AGENCIA NACIONAL DE VIGILANCIA SANITARIA;ANVS;1661,;1646,;1556,;105,;;;;;
202203;36208;AGENCIA NACIONAL DE SAUDE SUPLEMENTAR;ANS;710,;678,;620,;90,;;;;;
202203;37000;DEFENSORIA PUBLICA DA UNIAO;DPU;2000,;1223,;1112,;888,;;;;;
202203;38000;CONSELHO ADMINIST.DE DEFESA ECONOMICA;CADE;52,;50,;40,;12,;;;;;
202203;39250;AGENCIA NAC. DE TRANSPORTES TERRESTRES;ANTT;1770,;1232,;998,;772,;;;;;
202203;39251;AGENCIA NAC. DE TRANSPORTES AQUAVIARIOS;ANTAQ;478,;443,;367,;111,;;;;;
202203;39252;DEPARTAMENTO NAC.DE INFRAEST. DE TRANSP.;DNIT;4294,;3407,;2242,;2052,;;;;;
202203;40105;MINISTERIO DA DEFESA;MD;3020,;2674,;1406,;1614,;;;;;
202203;40106;ADVOCACIA-GERAL DA UNIAO;AGU;8903,;8850,;6806,;2097,;;;;;
202203;40108;MINISTERIO CIENCIA TEC.INOV.COMUNICACOES;MCTIC;5692,;4797,;3010,;2682,;;;;;
202203;40111;MINISTERIO DO MEIO AMBIENTE;MMA;1054,;705,;495,;559,;;;;;
202203;40112;MINISTERIO DO DESENVOLVIMENTO REGIONAL;MDR;1172,;831,;565,;607,;;;;;
202203;40202;FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA;ENAP;248,;248,;211,;37,;;;;;
202203;40301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;CNEN;3297,;2811,;1557,;1740,;;;;;
202203;40403;FUNDACAO CASA DE RUI BARBOSA;FCRB;148,;145,;95,;53,;;;;;
202203;40408;FUNDACAO CULTURAL PALMARES;FCP;25,;25,;23,;2,;;;;;
202203;40501;CONSELHO NAC.DE DESEN.CIEN.E TECNOLOGICO;CNPQ;1040,;844,;352,;688,;;;;;
202203;40603;SUPERINTENDENCIA ZONA FRANCA DE MANAUS;SUFRAMA;593,;593,;419,;174,;;;;;
202203;40604;INSTITUTO BRASILEIRO DE TURISMO;EMBRATUR;87,;87,;,;87,;;;;;
202203;40701;INST. BR. MEIO AMB. REC. NAT. RENOVAVEIS;IBAMA;6428,;6412,;2447,;3981,;;;;;
202203;40801;GOVERNO DO EX-TERRITORIO DO AMAPA;EX-TER/AP;5931,;5886,;5858,;73,;;;;;
202203;40803;GOVERNO DO EX-TERRITORIO DE RONDONIA;EX-TER/RO;5680,;5680,;5431,;249,;;;;;
202203;40804;GOVERNO DO EX-TERRITORIO DE RORAIMA;EX-TER/RR;2759,;2753,;2745,;14,;;;;;
202203;40806;DEP.DE CENTRAL.SERV.DE INATIVOS E PENS.;DECIP/SGP;7,;7,;,;7,;;;;;
202203;41100;MINISTERIO DAS COMUNICACOES;MCOM;86,;86,;82,;4,;;;;;
202203;41231;AGENCIA NACIONAL DE TELECOMUNICACOES;ANATEL;1775,;1580,;1318,;457,;;;;;
202203;42201;INSTITUTO NAC. DE COLONIZ E REF AGRARIA;INCRA;6695,;4148,;3020,;3675,;;;;;
202203;42204;DEPTO. NACIONAL DE OBRAS CONTRA AS SECAS;DNOCS;1551,;1550,;740,;811,;;;;;
202203;42207;INSTITUTO BRASILEIRO DE MUSEUS;IBRAM;744,;599,;374,;370,;;;;;
202203;44205;AGENCIA NACIONAL DE AGUAS;ANA;397,;380,;290,;107,;;;;;
202203;44206;INSTITUTO DE PESQ. JARDIM BOTANICO DO RJ;JBRJ;216,;215,;119,;97,;;;;;
202203;44207;INSTITUTO CHICO MENDES CONSERV.BIODIVER.;ICMBIO;2874,;2226,;1387,;1487,;;;;;
202203;45203;COMISSAO DE VALORES MOBILIARIOS;CVM;599,;584,;433,;166,;;;;;
202203;45205;FUND. INST. BRASIL. GEOG. E ESTATISTICA;IBGE;11528,;11525,;4252,;7276,;;;;;
202203;45206;INSTITUTO DE PESQUISA ECONOMICA APLICADA;IPEA;697,;697,;322,;375,;;;;;
202203;45208;SUPERINTENDENCIA DE SEGUROS PRIVADOS;SUSEP;826,;533,;334,;492,;;;;;
202203;49000;MINISTERIO DA INFRAESTRUTURA;MINFRA;998,;949,;424,;574,;;;;;
202203;52201;AGENCIA NACIONAL DE AVIACAO CIVIL;ANAC;1832,;1555,;1278,;554,;;;;;
202203;53202;SUPERINTENDENCIA DO DESENV. DA AMAZONIA;SUDAM;201,;191,;134,;67,;;;;;
202203;53203;SUPERINTENDENCIA DO DESENV. DO NORDESTE;SUDENE;231,;209,;173,;58,;;;;;
202203;53297;SUP.DE DESENVOLVIMENTO DO CENTRO OESTE;SUDECO;97,;97,;69,;28,;;;;;
202203;54000;MINISTERIO DO TURISMO;MTUR;848,;829,;714,;134,;;;;;
202203;55000;MINISTERIO DA CIDADANIA;MC;995,;757,;407,;588,;;;;;
202203;57201;FUND.JORGE DUPRAT FIG. SEG. MED.TRABALHO;F.CENTRO;502,;379,;184,;318,;;;;;
202203;57202;INSTITUTO NACIONAL DE SEGURO SOCIAL;INSS;43595,;42268,;19637,;23958,;;;;;
202203;59000;CONTROLADORIA-GERAL DA UNIAO;CGU;5080,;2176,;1854,;3226,;;;;;
202203;70000;COMANDO DA MARINHA;CM;9061,;8047,;3164,;5897,;;;;;
202203;81000;MIN. DA MULHER, FAMILIA E DIR. HUMANOS;MMFDH;89,;39,;37,;52,;;;;;
202203;98000;ORGAO CENTRAL DO SIPEC;SIPEC;5850,;,;,;5850,;;;;;
202204;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;12073,;11303,;6279,;5794,;;;;;
202204;15000;MINISTERIO DA EDUCACAO;MEC;34778,;1889,;693,;34085,;;;;;
202204;16000;COMANDO DO EXERCITO;C.EX;8067,;8065,;3673,;4394,;;;;;
202204;16100;FUNDACAO OSORIO;F OSORIO;95,;93,;58,;37,;;;;;
202204;17000;MINISTERIO DA ECONOMIA;ME;76633,;65100,;35996,;40637,;;;;;
202204;20000;MINIST. DA JUSTICA E SEGURANCA PUBLICA;MJ;3557,;3434,;2293,;1264,;;;;;
202204;20101;PRESIDENCIA DA REPUBLICA;PR;702,;260,;125,;577,;;;;;
202204;20114;AGENCIA BRASILEIRA DE INTELIGENCIA;ABIN;4573,;888,;715,;3858,;;;;;
202204;20115;DEPARTAMENTO DE POLICIA FEDERAL;DPF;17585,;17335,;13785,;3800,;;;;;
202204;20224;AGENCIA NACIONAL DO CINEMA;ANCINE;361,;361,;335,;26,;;;;;
202204;21000;COMANDO DA AERONAUTICA;C.AER;8654,;7690,;3278,;5376,;;;;;
202204;21201;CAIXA DE FINANCIAMENTO IMOB.AERONAUTICA;CFIA;69,;,;,;69,;;;;;
202204;21300;AGENCIA ESPACIAL BRASILEIRA;AEB;176,;176,;53,;123,;;;;;
202204;24203;FUNDACAO NACIONAL DE ARTES;FUNARTE;343,;343,;177,;166,;;;;;
202204;24204;INSTITUTO DO PATR.HIST.E ART. NACIONAL;IPHAN;1210,;1207,;934,;276,;;;;;
202204;24205;FUNDACAO BIBLIOTECA NACIONAL;FBN;454,;454,;270,;184,;;;;;
202204;25000;MINISTERIO DA SAUDE;MS;78748,;74042,;41251,;37497,;;;;;
202204;26104;INSTITUTO NACIONAL DE EDUCACAO DE SURDOS;INES;504,;499,;400,;104,;;;;;
202204;26105;INSTITUTO BENJAMIN CONSTANT;I.B.CONST;283,;281,;251,;32,;;;;;
202204;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;1123,;1103,;425,;698,;;;;;
202204;26107;INST.NACIONAL DE EST.E PESQ.EDUCACIONAIS;INEP;617,;533,;380,;237,;;;;;
202204;26201;COLEGIO PEDRO II;C.PEDROII;2286,;2285,;2187,;99,;;;;;
202204;26230;FUND.UNIV.FED.DO VALE DO SAO FRANCISCO;UNIVASF;1042,;989,;959,;83,;;;;;
202204;26231;UNIVERSIDADE FEDERAL DE ALAGOAS;UFAL;3514,;3475,;3347,;167,;;;;;
202204;26232;UNIVERSIDADE FEDERAL DA BAHIA;UFBA;5929,;5911,;5580,;349,;;;;;
202204;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;5720,;5639,;5368,;352,;;;;;
202204;26234;UNIVERSIDADE FEDERAL DO ESPIRITO SANTO;UFES;3926,;3893,;3683,;243,;;;;;
202204;26235;UNIVERSIDADE FEDERAL DE GOIAS;UFGO;5291,;5220,;5075,;216,;;;;;
202204;26236;UNIVERSIDADE FEDERAL FLUMINENSE;UFF;7667,;7508,;7033,;634,;;;;;
202204;26237;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;UFJF;3280,;3218,;3114,;166,;;;;;
202204;26238;UNIVERSIDADE FEDERAL DE MINAS GERAIS;UFMG;7706,;7642,;7201,;505,;;;;;
202204;26239;UNIVERSIDADE FEDERAL DO PARA;UFPA;5538,;5426,;5216,;322,;;;;;
202204;26240;UNIVERSIDADE FEDERAL DA PARAIBA;UFPB;6349,;6314,;5935,;414,;;;;;
202204;26241;UNIVERSIDADE FEDERAL DO PARANA;UFPR;6376,;6327,;5958,;418,;;;;;
202204;26242;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UFPE;6839,;6724,;6375,;464,;;;;;
202204;26243;UNIVERSIDADE FED. DO RIO GRANDE DO NORTE;UFRN;5654,;5625,;5367,;287,;;;;;
202204;26244;UNIVERSIDADE FED. DO RIO GRANDE DO SUL;UFRGS/RS;5608,;5577,;5364,;244,;;;;;
202204;26245;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;UFRJ;13742,;13615,;12878,;864,;;;;;
202204;26246;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;5893,;5780,;5491,;402,;;;;;
202204;26247;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM/RS;4794,;4726,;4519,;275,;;;;;
202204;26248;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;UFRPE;2487,;2443,;2375,;112,;;;;;
202204;26249;UNIV. FEDERAL RURAL DO RIO DE JANEIRO;UFRRJ;2459,;2422,;2330,;129,;;;;;
202204;26250;UNIVERSIDADE FEDERAL DE RORAIMA;UFRR;1081,;1061,;1012,;69,;;;;;
202204;26251;FUNDACAO UNIVERSIDADE FED. DO TOCANTINS;FUFT;2033,;1994,;1969,;64,;;;;;
202204;26252;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;UFCG;3122,;3065,;2904,;218,;;;;;
202204;26253;UNIVERSIDADE FEDERAL RURAL DA AMAZONIA;UFRA;1202,;1122,;1098,;104,;;;;;
202204;26254;UNIVERSIDADE FED.DO TRIANGULO MINEIRO;UFTM;2161,;2097,;1993,;168,;;;;;
202204;26255;UNI.FED.VALES DO JEQUITINHONHA E MUCURI;UFVJM;1567,;1488,;1440,;127,;;;;;
202204;26256;CENTRO FED.EDUC.TECNOL.CELSO S. FONSECA;CEFET/RJ;1572,;1553,;1425,;147,;;;;;
202204;26257;CENTRO FED.DE EDUC.TECNOL.MINAS GERAIS;CEFET/MG;1648,;1636,;1583,;65,;;;;;
202204;26258;UNIVERS. TECNOLOGICA FEDERAL DO PARANA;UTFPR;3718,;3711,;3573,;145,;;;;;
202204;26260;UNIVERSIDADE FEDERAL DE ALFENAS;UNIFAL-MG;932,;917,;905,;27,;;;;;
202204;26261;UNIVERSIDADE FEDERAL DE ITAJUBA;UNIFEI;890,;882,;860,;30,;;;;;
202204;26262;UNIVERSIDADE FEDERAL DE SAO PAULO;UNIFESP;5745,;5692,;5372,;373,;;;;;
202204;26263;UNIVERSIDADE FEDERAL DE LAVRAS;UFLA;1446,;1380,;1339,;107,;;;;;
202204;26264;UNIVERSIDADE FED. RURAL DO SEMI-ARIDO;UFERSA-RN;1323,;1259,;1239,;84,;;;;;
202204;26266;FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA;UNIPAMPA;1858,;1793,;1769,;89,;;;;;
202204;26267;UNIV.FED. DA INTEGRACAO LATINO-AMERICANA;UNILA;960,;932,;886,;74,;;;;;
202204;26268;FUND. UNIVERSIDADE FEDERAL DE RONDONIA;UNIR;1375,;1340,;1303,;72,;;;;;
202204;26269;UNIVERSIDADE DO RIO DE JANEIRO;UNIRIO;2460,;2454,;2325,;135,;;;;;
202204;26270;FUNDACAO UNIVERSIDADE DO AMAZONAS;FUAM;3454,;3395,;3255,;199,;;;;;
202204;26271;FUNDACAO UNIVERSIDADE DE BRASILIA;UNB;6072,;5996,;5684,;388,;;;;;
202204;26272;FUNDACAO UNIVERSIDADE DO MARANHAO;UFMA;3656,;3631,;3530,;126,;;;;;
202204;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;2085,;2044,;1924,;161,;;;;;
202204;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;5059,;4997,;4842,;217,;;;;;
202204;26275;UNIVERSIDADE FEDERAL DO ACRE;UFAC;1510,;1479,;1430,;80,;;;;;
202204;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;3615,;3541,;3254,;361,;;;;;
202204;26277;FUNDACAO UNIV. FEDERAL DE OURO PRETO;FUFOP;1725,;1691,;1617,;108,;;;;;
202204;26278;FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS;FUFPEL;2762,;2705,;2616,;146,;;;;;
202204;26279;UNIVERSIDADE FEDERAL DO PIAUI;UFPI;3104,;3055,;2929,;175,;;;;;
202204;26280;UNIVERSIDADE FEDERAL DE SAO CARLOS;FUFSCAR;2368,;2317,;2240,;128,;;;;;
202204;26281;FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE;FUFS;3096,;3036,;2943,;153,;;;;;
202204;26282;UNIVERSIDADE FEDERAL DE VICOSA;UFV;3378,;3329,;3205,;173,;;;;;
202204;26283;UNIV. FEDERAL DE MATO GROSSO DO SUL;UFMS;3482,;3417,;3248,;234,;;;;;
202204;26284;FUND.UNIV.FED.CIENC.SAUDE D PORTO ALEGRE;UFCSPA;588,;587,;577,;11,;;;;;
202204;26285;FUND. UNIVERSIDADE DE SAO JOAO DEL REI;FUNREI;1453,;1426,;1351,;102,;;;;;
202204;26286;FUNDACAO UNVERSIDADE FEDERAL DO AMAPA;UNIFAP;1216,;1198,;1138,;78,;;;;;
202204;26292;FUNDACAO JOAQUIM NABUCO;FJN;452,;452,;179,;273,;;;;;
202204;26298;FUND COORD APERF PESSOAL NIVEL SUPERIOR;CAPES;548,;498,;347,;201,;;;;;
202204;26350;FUND. UNIV FEDERAL DA GRANDE DOURADOS;UFGD;1589,;1565,;1510,;79,;;;;;
202204;26351;UNIV. FEDERAL DO RECONCAVO DA BAHIA;UFRB;1695,;1643,;1610,;85,;;;;;
202204;26352;FUNDACAO UNIVERSIDADE FEDERAL DO ABC;UFABC;1569,;1539,;1497,;72,;;;;;
202204;26401;INSTITUTO FEDERAL DO ACRE;IFAC;863,;759,;728,;135,;;;;;
202204;26402;INSTITUTO FEDERAL DE ALAGOAS;IFAL;1887,;1859,;1838,;49,;;;;;
202204;26403;INSTITUTO FEDERAL DO AMAZONAS;IFAM;1969,;1877,;1805,;164,;;;;;
202204;26404;INSTITUTO FEDERAL BAIANO;IFBAIANO;1961,;1782,;1710,;251,;;;;;
202204;26405;INSTITUTO FEDERAL DO CEARA;IFCE;3857,;3727,;3524,;333,;;;;;
202204;26406;INSTITUTO FEDERAL DO ESPIRITO SANTO;IFES;2945,;2907,;2834,;111,;;;;;
202204;26407;INSTITUTO FEDERAL GOIANO;IFGOIANO;1423,;1417,;1375,;48,;;;;;
202204;26408;INSTITUTO FEDERAL DO MARANHAO;IFMA;3274,;3218,;3173,;101,;;;;;
202204;26409;INSTITUTO FEDERAL DE MINAS GERAIS;IFMG;1914,;1900,;1877,;37,;;;;;
202204;26410;INSTITUTO FED. DO NORTE DE MINAS GERAIS;IFNORTEMG;1373,;1342,;1328,;45,;;;;;
202204;26411;INSTITUTO FED.DO SUDESTE DE MINAS GERAIS;IFSUDMG;1316,;1309,;1291,;25,;;;;;
202204;26412;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS;IFSULMG;1157,;1142,;1128,;29,;;;;;
202204;26413;INSTITUTO FEDERAL DO TRIANGULO MINEIRO;IFTRIANMG;1173,;1157,;1139,;34,;;;;;
202204;26414;INSTITUTO FEDERAL DE MATO GROSSO;IFMT;2047,;1980,;1916,;131,;;;;;
202204;26415;INSTITUTO FEDERAL DE MATO GROSSO DO SUL;IFMS;1275,;1223,;1195,;80,;;;;;
202204;26416;INSTITUTO FEDERAL DO PARA;IFPA;2588,;2513,;2368,;220,;;;;;
202204;26417;INSTITUTO FEDERAL DA PARAIBA;IFPB;2388,;2372,;2336,;52,;;;;;
202204;26418;INSTITUTO FEDERAL DE PERNAMBUCO;IFPE;2401,;2357,;2293,;108,;;;;;
202204;26419;INSTITUTO FEDERAL DO RIO GRANDE DO SUL;IFRS;2186,;2157,;2113,;73,;;;;;
202204;26420;INSTITUTO FEDERAL FARROUPILHA;IFFARROUP;1476,;1475,;1418,;58,;;;;;
202204;26421;INSTITUTO FEDERAL DE RONDONIA;IFRO;1265,;1202,;1171,;94,;;;;;
202204;26422;INSTITUTO FEDERAL CATARINENSE;IFCATARINA;1873,;1831,;1778,;95,;;;;;
202204;26423;INSTITUTO FEDERAL DE SERGIPE;IFSE;1535,;1252,;1176,;359,;;;;;
202204;26424;INSTITUTO FEDERAL DO TOCANTINS;IFTO;1287,;1246,;1235,;52,;;;;;
202204;26426;INSTITUTO FEDERAL DO AMAPA;IFAP;688,;638,;614,;74,;;;;;
202204;26427;INSTITUTO FEDERAL DA BAHIA;IFBA;3044,;2793,;2641,;403,;;;;;
202204;26428;INSTITUTO FEDERAL DE BRASILIA;IFBRASILIA;1373,;1318,;1279,;94,;;;;;
202204;26429;INSTITUTO FEDERAL DE GOIAS;IFG;2092,;2049,;1996,;96,;;;;;
202204;26430;INSTITUTO FEDERAL DO SERTAO PERNAMBUCANO;IFSERTPE;1042,;1030,;1010,;32,;;;;;
202204;26431;INSTITUTO FEDERAL DO PIAUI;IFPI;2443,;2324,;2233,;210,;;;;;
202204;26432;INSTITUTO FEDERAL DO PARANA;IFPR;2623,;2295,;2255,;368,;;;;;
202204;26433;INSTITUTO FEDERAL DO RIO DE JANEIRO;IFRJ;2031,;1992,;1877,;154,;;;;;
202204;26434;INSTITUTO FEDERAL FLUMINENSE;IFFLU;1757,;1713,;1650,;107,;;;;;
202204;26435;INSTITUTO FEDERAL DO RIO GRANDE DO NORTE;IFRN;2737,;2710,;2674,;63,;;;;;
202204;26436;INSTITUTO FEDERAL SUL RIO-GRANDENSE;IFSRIOGRAN;1837,;1830,;1763,;74,;;;;;
202204;26437;INSTITUTO FEDERAL DE RORAIMA;IFRR;722,;701,;645,;77,;;;;;
202204;26438;INSTITUTO FEDERAL DE SANTA CATARINA;IFSC;2674,;2642,;2578,;96,;;;;;
202204;26439;INSTITUTO FEDERAL DE SAO PAULO;IFSP;4627,;4593,;4528,;99,;;;;;
202204;26440;UNIVERSIDADE FEDERAL DA FRONTEIRA SUL;UFFS;1425,;1407,;1380,;45,;;;;;
202204;26441;UNIVERSIDADE FEDERAL DO OESTE DO PARA;UFOPA;1112,;1090,;1074,;38,;;;;;
202204;26442;UN. INT.INTERN. LUSOFONIA AFROBRASILEIRA;UNILAB;778,;759,;729,;49,;;;;;
202204;26447;UNIVERSIDADE FEDERAL DO OESTE DA BAHIA;UFOB;648,;639,;612,;36,;;;;;
202204;26448;UNIVERSIDADE FED. SUL SUDESTE DO PARA;UNIFESSPA;793,;770,;751,;42,;;;;;
202204;26449;UNIVERSIDADE FEDERAL DO CARIRI;UFCA;686,;634,;618,;68,;;;;;
202204;26450;UNIVERSIDADE FEDERAL DO SUL DA BAHIA;UFESBA;566,;564,;559,;7,;;;;;
202204;30202;FUNDACAO NACIONAL DO INDIO;FUNAI;3778,;2101,;1441,;2337,;;;;;
202204;30203;INST.NAC.METROLOGIA,NORM.E QUAL.INDL.;INMETRO;1950,;1411,;723,;1227,;;;;;
202204;30204;INSTITUTO NAC. DA PROPRIEDADE INDUSTRIAL;INPI;1857,;1402,;941,;916,;;;;;
202204;30802;DEPTO. DE POLICIA RODOVIARIA FEDERAL;DPRF;13837,;13837,;12819,;1018,;;;;;
202204;32000;MINISTERIO DE MINAS E ENERGIA;MME;718,;718,;164,;554,;;;;;
202204;32200;AGENCIA NACIONAL DE ENERGIA ELETRICA;ANEEL;776,;776,;594,;182,;;;;;
202204;32300;AGENCIA NAC PETROLEO GAS NAT BIOCOMBUSTI;ANP;812,;782,;695,;117,;;;;;
202204;32396;AGENCIA NACIONAL DE MINERACAO;ANM;2117,;838,;696,;1421,;;;;;
202204;33206;SUPERINT.NAC.DE PREVIDENCIA COMPLEMENTAR;PREVIC;231,;159,;72,;159,;;;;;
202204;35000;MINISTERIO DAS RELACOES EXTERIORES;MRE;5478,;3887,;2736,;2742,;;;;;
202204;35201;FUNDACAO ALEXANDRE DE GUSMAO;FAG;78,;69,;44,;34,;;;;;
202204;36201;FUNDACAO OSWALDO CRUZ;FIOCRUZ;6561,;6260,;4669,;1892,;;;;;
202204;36205;FUNDACAO NACIONAL DE SAUDE;FUNASA;4502,;4496,;1768,;2734,;;;;;
202204;36207;AGENCIA NACIONAL DE VIGILANCIA SANITARIA;ANVS;1654,;1639,;1547,;107,;;;;;
202204;36208;AGENCIA NACIONAL DE SAUDE SUPLEMENTAR;ANS;710,;678,;619,;91,;;;;;
202204;37000;DEFENSORIA PUBLICA DA UNIAO;DPU;2000,;1223,;1110,;890,;;;;;
202204;38000;CONSELHO ADMINIST.DE DEFESA ECONOMICA;CADE;52,;50,;40,;12,;;;;;
202204;39250;AGENCIA NAC. DE TRANSPORTES TERRESTRES;ANTT;1769,;1231,;996,;773,;;;;;
202204;39251;AGENCIA NAC. DE TRANSPORTES AQUAVIARIOS;ANTAQ;478,;443,;366,;112,;;;;;
202204;39252;DEPARTAMENTO NAC.DE INFRAEST. DE TRANSP.;DNIT;4290,;3403,;2232,;2058,;;;;;
202204;40105;MINISTERIO DA DEFESA;MD;3020,;2674,;1401,;1619,;;;;;
202204;40106;ADVOCACIA-GERAL DA UNIAO;AGU;8898,;8845,;6785,;2113,;;;;;
202204;40108;MINISTERIO CIENCIA TEC.INOV.COMUNICACOES;MCTIC;5691,;4796,;2995,;2696,;;;;;
202204;40111;MINISTERIO DO MEIO AMBIENTE;MMA;1054,;705,;495,;559,;;;;;
202204;40112;MINISTERIO DO DESENVOLVIMENTO REGIONAL;MDR;1172,;831,;565,;607,;;;;;
202204;40202;FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA;ENAP;248,;248,;210,;38,;;;;;
202204;40301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;CNEN;3297,;2811,;1553,;1744,;;;;;
202204;40403;FUNDACAO CASA DE RUI BARBOSA;FCRB;148,;145,;95,;53,;;;;;
202204;40408;FUNDACAO CULTURAL PALMARES;FCP;25,;25,;23,;2,;;;;;
202204;40501;CONSELHO NAC.DE DESEN.CIEN.E TECNOLOGICO;CNPQ;1040,;844,;350,;690,;;;;;
202204;40603;SUPERINTENDENCIA ZONA FRANCA DE MANAUS;SUFRAMA;593,;593,;417,;176,;;;;;
202204;40604;INSTITUTO BRASILEIRO DE TURISMO;EMBRATUR;87,;87,;,;87,;;;;;
202204;40701;INST. BR. MEIO AMB. REC. NAT. RENOVAVEIS;IBAMA;6427,;6411,;2434,;3993,;;;;;
202204;40801;GOVERNO DO EX-TERRITORIO DO AMAPA;EX-TER/AP;5923,;5879,;5844,;79,;;;;;
202204;40803;GOVERNO DO EX-TERRITORIO DE RONDONIA;EX-TER/RO;5669,;5669,;5420,;249,;;;;;
202204;40804;GOVERNO DO EX-TERRITORIO DE RORAIMA;EX-TER/RR;2753,;2747,;2738,;15,;;;;;
202204;40806;DEP.DE CENTRAL.SERV.DE INATIVOS E PENS.;DECIP/SGP;7,;7,;,;7,;;;;;
202204;41100;MINISTERIO DAS COMUNICACOES;MCOM;86,;86,;82,;4,;;;;;
202204;41231;AGENCIA NACIONAL DE TELECOMUNICACOES;ANATEL;1775,;1580,;1317,;458,;;;;;
202204;42201;INSTITUTO NAC. DE COLONIZ E REF AGRARIA;INCRA;6662,;4115,;2986,;3676,;;;;;
202204;42204;DEPTO. NACIONAL DE OBRAS CONTRA AS SECAS;DNOCS;1543,;1542,;730,;813,;;;;;
202204;42207;INSTITUTO BRASILEIRO DE MUSEUS;IBRAM;743,;598,;371,;372,;;;;;
202204;44205;AGENCIA NACIONAL DE AGUAS;ANA;397,;380,;290,;107,;;;;;
202204;44206;INSTITUTO DE PESQ. JARDIM BOTANICO DO RJ;JBRJ;216,;215,;119,;97,;;;;;
202204;44207;INSTITUTO CHICO MENDES CONSERV.BIODIVER.;ICMBIO;2874,;2226,;1382,;1492,;;;;;
202204;45203;COMISSAO DE VALORES MOBILIARIOS;CVM;599,;584,;433,;166,;;;;;
202204;45205;FUND. INST. BRASIL. GEOG. E ESTATISTICA;IBGE;11528,;11525,;4226,;7302,;;;;;
202204;45206;INSTITUTO DE PESQUISA ECONOMICA APLICADA;IPEA;695,;695,;320,;375,;;;;;
202204;45208;SUPERINTENDENCIA DE SEGUROS PRIVADOS;SUSEP;826,;533,;333,;493,;;;;;
202204;49000;MINISTERIO DA INFRAESTRUTURA;MINFRA;996,;947,;421,;575,;;;;;
202204;52201;AGENCIA NACIONAL DE AVIACAO CIVIL;ANAC;1831,;1554,;1277,;554,;;;;;
202204;53202;SUPERINTENDENCIA DO DESENV. DA AMAZONIA;SUDAM;201,;191,;132,;69,;;;;;
202204;53203;SUPERINTENDENCIA DO DESENV. DO NORDESTE;SUDENE;231,;209,;173,;58,;;;;;
202204;53297;SUP.DE DESENVOLVIMENTO DO CENTRO OESTE;SUDECO;97,;97,;69,;28,;;;;;
202204;54000;MINISTERIO DO TURISMO;MTUR;847,;828,;713,;134,;;;;;
202204;55000;MINISTERIO DA CIDADANIA;MC;995,;757,;407,;588,;;;;;
202204;57201;FUND.JORGE DUPRAT FIG. SEG. MED.TRABALHO;F.CENTRO;502,;379,;184,;318,;;;;;
202204;57202;INSTITUTO NACIONAL DE SEGURO SOCIAL;INSS;43563,;42236,;19570,;23993,;;;;;
202204;59000;CONTROLADORIA-GERAL DA UNIAO;CGU;5080,;2177,;1849,;3231,;;;;;
202204;70000;COMANDO DA MARINHA;CM;9055,;8041,;3153,;5902,;;;;;
202204;81000;MIN. DA MULHER, FAMILIA E DIR. HUMANOS;MMFDH;89,;39,;37,;52,;;;;;
202204;98000;ORGAO CENTRAL DO SIPEC;SIPEC;5852,;,;,;5852,;;;;;
202205;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;12070,;11300,;6254,;5816,;;;;;
202205;15000;MINISTERIO DA EDUCACAO;MEC;34776,;1889,;689,;34087,;;;;;
202205;16000;COMANDO DO EXERCITO;C.EX;8044,;8042,;3630,;4414,;;;;;
202205;16100;FUNDACAO OSORIO;F OSORIO;95,;93,;58,;37,;;;;;
202205;17000;MINISTERIO DA ECONOMIA;ME;76592,;65060,;35940,;40652,;;;;;
202205;20000;MINIST. DA JUSTICA E SEGURANCA PUBLICA;MJ;3556,;3433,;2290,;1266,;;;;;
