ANO_MES;ORGAO;NOME_ORGAO;SIGLA_ORGAO;APROVADA;DISTRIBUIDA;OCUPADA;VAGA
202204;26238;UNIVERSIDADE FEDERAL DE MINAS GERAIS;UFMG;7.706,00;7.642,00;7.201,00;505
202204;26239;UNIVERSIDADE FEDERAL DO PARA;UFPA;5.538,00;5.426,00;5.216,00;322
202204;26240;UNIVERSIDADE FEDERAL DA PARAIBA;UFPB;6.349,00;6.314,00;5.935,00;414
202204;26241;UNIVERSIDADE FEDERAL DO PARANA;UFPR;6.376,00;6.327,00;5.958,00;418
202204;26242;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UFPE;6.839,00;6.724,00;6.375,00;464
202204;26243;UNIVERSIDADE FED. DO RIO GRANDE DO NORTE;UFRN;5.654,00;5.625,00;5.367,00;287
202204;26244;UNIVERSIDADE FED. DO RIO GRANDE DO SUL;UFRGS/RS;5.608,00;5.577,00;5.364,00;244
202204;26245;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;UFRJ;13.742,00;13.615,00;12.878,00;864
202204;26246;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;5.893,00;5.780,00;5.491,00;402
202204;26247;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM/RS;4.794,00;4.726,00;4.519,00;275
202204;26248;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;UFRPE;2.487,00;2.443,00;2.375,00;112
202204;26249;UNIV. FEDERAL RURAL DO RIO DE JANEIRO;UFRRJ;2.459,00;2.422,00;2.330,00;129
202204;26250;UNIVERSIDADE FEDERAL DE RORAIMA;UFRR;1.081,00;1.061,00;1.012,00;69
202204;26251;FUNDACAO UNIVERSIDADE FED. DO TOCANTINS;FUFT;2.033,00;1.994,00;1.969,00;64
202204;26252;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;UFCG;3.122,00;3.065,00;2.904,00;218
202204;26253;UNIVERSIDADE FEDERAL RURAL DA AMAZONIA;UFRA;1.202,00;1.122,00;1.098,00;104
202204;26254;UNIVERSIDADE FED.DO TRIANGULO MINEIRO;UFTM;2.161,00;2.097,00;1.993,00;168
202204;26255;UNI.FED.VALES DO JEQUITINHONHA E MUCURI;UFVJM;1.567,00;1.488,00;1.440,00;127
202204;26256;CENTRO FED.EDUC.TECNOL.CELSO S. FONSECA;CEFET/RJ;1.572,00;1.553,00;1.425,00;147
202204;26257;CENTRO FED.DE EDUC.TECNOL.MINAS GERAIS;CEFET/MG;1.648,00;1.636,00;1.583,00;65
202204;26258;UNIVERS. TECNOLOGICA FEDERAL DO PARANA;UTFPR;3.718,00;3.711,00;3.573,00;145
202204;26260;UNIVERSIDADE FEDERAL DE ALFENAS;UNIFAL-MG;932;917;905;27
202204;26261;UNIVERSIDADE FEDERAL DE ITAJUBA;UNIFEI;890;882;860;30
202204;26262;UNIVERSIDADE FEDERAL DE SAO PAULO;UNIFESP;5.745,00;5.692,00;5.372,00;373
202204;26263;UNIVERSIDADE FEDERAL DE LAVRAS;UFLA;1.446,00;1.380,00;1.339,00;107
202204;26264;UNIVERSIDADE FED. RURAL DO SEMI-ARIDO;UFERSA-RN;1.323,00;1.259,00;1.239,00;84
202204;26266;FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA;UNIPAMPA;1.858,00;1.793,00;1.769,00;89
202204;26267;UNIV.FED. DA INTEGRACAO LATINO-AMERICANA;UNILA;960;932;886;74
202204;26268;FUND. UNIVERSIDADE FEDERAL DE RONDONIA;UNIR;1.375,00;1.340,00;1.303,00;72
202204;26269;UNIVERSIDADE DO RIO DE JANEIRO;UNIRIO;2.460,00;2.454,00;2.325,00;135
202204;26270;FUNDACAO UNIVERSIDADE DO AMAZONAS;FUAM;3.454,00;3.395,00;3.255,00;199
202204;26271;FUNDACAO UNIVERSIDADE DE BRASILIA;UNB;6.072,00;5.996,00;5.684,00;388
202204;26272;FUNDACAO UNIVERSIDADE DO MARANHAO;UFMA;3.656,00;3.631,00;3.530,00;126
202204;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;2.085,00;2.044,00;1.924,00;161
202204;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;5.059,00;4.997,00;4.842,00;217
202204;26275;UNIVERSIDADE FEDERAL DO ACRE;UFAC;1.510,00;1.479,00;1.430,00;80
202204;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;3.615,00;3.541,00;3.254,00;361
202204;26277;FUNDACAO UNIV. FEDERAL DE OURO PRETO;FUFOP;1.725,00;1.691,00;1.617,00;108
202204;26278;FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS;FUFPEL;2.762,00;2.705,00;2.616,00;146
202204;26279;UNIVERSIDADE FEDERAL DO PIAUI;UFPI;3.104,00;3.055,00;2.929,00;175
202204;26280;UNIVERSIDADE FEDERAL DE SAO CARLOS;FUFSCAR;2.368,00;2.317,00;2.240,00;128
202204;26281;FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE;FUFS;3.096,00;3.036,00;2.943,00;153
202204;26282;UNIVERSIDADE FEDERAL DE VICOSA;UFV;3.378,00;3.329,00;3.205,00;173
202204;26283;UNIV. FEDERAL DE MATO GROSSO DO SUL;UFMS;3.482,00;3.417,00;3.248,00;234
202204;26284;FUND.UNIV.FED.CIENC.SAUDE D PORTO ALEGRE;UFCSPA;588;587;577;11
202204;26285;FUND. UNIVERSIDADE DE SAO JOAO DEL REI;FUNREI;1.453,00;1.426,00;1.351,00;102
202204;26286;FUNDACAO UNVERSIDADE FEDERAL DO AMAPA;UNIFAP;1.216,00;1.198,00;1.138,00;78
202204;26292;FUNDACAO JOAQUIM NABUCO;FJN;452;452;179;273
202204;26298;FUND COORD APERF PESSOAL NIVEL SUPERIOR;CAPES;548;498;347;201
202204;26350;FUND. UNIV FEDERAL DA GRANDE DOURADOS;UFGD;1.589,00;1.565,00;1.510,00;79
202204;26351;UNIV. FEDERAL DO RECONCAVO DA BAHIA;UFRB;1.695,00;1.643,00;1.610,00;85
202204;26352;FUNDACAO UNIVERSIDADE FEDERAL DO ABC;UFABC;1.569,00;1.539,00;1.497,00;72
202204;26401;INSTITUTO FEDERAL DO ACRE;IFAC;863;759;728;135
202204;26402;INSTITUTO FEDERAL DE ALAGOAS;IFAL;1.887,00;1.859,00;1.838,00;49
202204;26403;INSTITUTO FEDERAL DO AMAZONAS;IFAM;1.969,00;1.877,00;1.805,00;164
202204;26404;INSTITUTO FEDERAL BAIANO;IFBAIANO;1.961,00;1.782,00;1.710,00;251
202204;26405;INSTITUTO FEDERAL DO CEARA;IFCE;3.857,00;3.727,00;3.524,00;333
202204;26406;INSTITUTO FEDERAL DO ESPIRITO SANTO;IFES;2.945,00;2.907,00;2.834,00;111
202204;26407;INSTITUTO FEDERAL GOIANO;IFGOIANO;1.423,00;1.417,00;1.375,00;48
202204;26408;INSTITUTO FEDERAL DO MARANHAO;IFMA;3.274,00;3.218,00;3.173,00;101
202204;26409;INSTITUTO FEDERAL DE MINAS GERAIS;IFMG;1.914,00;1.900,00;1.877,00;37
202204;26410;INSTITUTO FED. DO NORTE DE MINAS GERAIS;IFNORTEMG;1.373,00;1.342,00;1.328,00;45
202204;26411;INSTITUTO FED.DO SUDESTE DE MINAS GERAIS;IFSUDMG;1.316,00;1.309,00;1.291,00;25
202204;26412;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS;IFSULMG;1.157,00;1.142,00;1.128,00;29
202204;26413;INSTITUTO FEDERAL DO TRIANGULO MINEIRO;IFTRIANMG;1.173,00;1.157,00;1.139,00;34
202204;26414;INSTITUTO FEDERAL DE MATO GROSSO;IFMT;2.047,00;1.980,00;1.916,00;131
202204;26415;INSTITUTO FEDERAL DE MATO GROSSO DO SUL;IFMS;1.275,00;1.223,00;1.195,00;80
202204;26416;INSTITUTO FEDERAL DO PARA;IFPA;2.588,00;2.513,00;2.368,00;220
202204;26417;INSTITUTO FEDERAL DA PARAIBA;IFPB;2.388,00;2.372,00;2.336,00;52
202204;26418;INSTITUTO FEDERAL DE PERNAMBUCO;IFPE;2.401,00;2.357,00;2.293,00;108
202204;26419;INSTITUTO FEDERAL DO RIO GRANDE DO SUL;IFRS;2.186,00;2.157,00;2.113,00;73
202204;26420;INSTITUTO FEDERAL FARROUPILHA;IFFARROUP;1.476,00;1.475,00;1.418,00;58
202204;26421;INSTITUTO FEDERAL DE RONDONIA;IFRO;1.265,00;1.202,00;1.171,00;94
202204;26422;INSTITUTO FEDERAL CATARINENSE;IFCATARINA;1.873,00;1.831,00;1.778,00;95
202204;26423;INSTITUTO FEDERAL DE SERGIPE;IFSE;1.535,00;1.252,00;1.176,00;359
202204;26424;INSTITUTO FEDERAL DO TOCANTINS;IFTO;1.287,00;1.246,00;1.235,00;52
202204;26426;INSTITUTO FEDERAL DO AMAPA;IFAP;688;638;614;74
202204;26427;INSTITUTO FEDERAL DA BAHIA;IFBA;3.044,00;2.793,00;2.641,00;403
202204;26428;INSTITUTO FEDERAL DE BRASILIA;IFBRASILIA;1.373,00;1.318,00;1.279,00;94
202204;26429;INSTITUTO FEDERAL DE GOIAS;IFG;2.092,00;2.049,00;1.996,00;96
202204;26430;INSTITUTO FEDERAL DO SERTAO PERNAMBUCANO;IFSERTPE;1.042,00;1.030,00;1.010,00;32
202204;26431;INSTITUTO FEDERAL DO PIAUI;IFPI;2.443,00;2.324,00;2.233,00;210
202204;26432;INSTITUTO FEDERAL DO PARANA;IFPR;2.623,00;2.295,00;2.255,00;368
202204;26433;INSTITUTO FEDERAL DO RIO DE JANEIRO;IFRJ;2.031,00;1.992,00;1.877,00;154
202204;26434;INSTITUTO FEDERAL FLUMINENSE;IFFLU;1.757,00;1.713,00;1.650,00;107
202204;26435;INSTITUTO FEDERAL DO RIO GRANDE DO NORTE;IFRN;2.737,00;2.710,00;2.674,00;63
202204;26436;INSTITUTO FEDERAL SUL RIO-GRANDENSE;IFSRIOGRAN;1.837,00;1.830,00;1.763,00;74
202204;26437;INSTITUTO FEDERAL DE RORAIMA;IFRR;722;701;645;77
202204;26438;INSTITUTO FEDERAL DE SANTA CATARINA;IFSC;2.674,00;2.642,00;2.578,00;96
202204;26439;INSTITUTO FEDERAL DE SAO PAULO;IFSP;4.627,00;4.593,00;4.528,00;99
202204;26440;UNIVERSIDADE FEDERAL DA FRONTEIRA SUL;UFFS;1.425,00;1.407,00;1.380,00;45
202204;26441;UNIVERSIDADE FEDERAL DO OESTE DO PARA;UFOPA;1.112,00;1.090,00;1.074,00;38
202204;26442;UN. INT.INTERN. LUSOFONIA AFROBRASILEIRA;UNILAB;778;759;729;49
202204;26447;UNIVERSIDADE FEDERAL DO OESTE DA BAHIA;UFOB;648;639;612;36
202204;26448;UNIVERSIDADE FED. SUL SUDESTE DO PARA;UNIFESSPA;793;770;751;42
202204;26449;UNIVERSIDADE FEDERAL DO CARIRI;UFCA;686;634;618;68
202204;26450;UNIVERSIDADE FEDERAL DO SUL DA BAHIA;UFESBA;566;564;559;7
202204;30202;FUNDACAO NACIONAL DO INDIO;FUNAI;3.778,00;2.101,00;1.441,00;2.337,00
202204;30203;INST.NAC.METROLOGIA,NORM.E QUAL.INDL.;INMETRO;1.950,00;1.411,00;723;1.227,00
202204;30204;INSTITUTO NAC. DA PROPRIEDADE INDUSTRIAL;INPI;1.857,00;1.402,00;941;916
202204;30802;DEPTO. DE POLICIA RODOVIARIA FEDERAL;DPRF;13.837,00;13.837,00;12.819,00;1.018,00
202204;32000;MINISTERIO DE MINAS E ENERGIA;MME;718;718;164;554
202204;32200;AGENCIA NACIONAL DE ENERGIA ELETRICA;ANEEL;776;776;594;182
202204;32300;AGENCIA NAC PETROLEO GAS NAT BIOCOMBUSTI;ANP;812;782;695;117
202204;32396;AGENCIA NACIONAL DE MINERACAO;ANM;2.117,00;838;696;1.421,00
202204;33206;SUPERINT.NAC.DE PREVIDENCIA COMPLEMENTAR;PREVIC;231;159;72;159
202204;35000;MINISTERIO DAS RELACOES EXTERIORES;MRE;5.478,00;3.887,00;2.736,00;2.742,00
202204;35201;FUNDACAO ALEXANDRE DE GUSMAO;FAG;78;69;44;34
202204;36201;FUNDACAO OSWALDO CRUZ;FIOCRUZ;6.561,00;6.260,00;4.669,00;1.892,00
202204;36205;FUNDACAO NACIONAL DE SAUDE;FUNASA;4.502,00;4.496,00;1.768,00;2.734,00
202204;36207;AGENCIA NACIONAL DE VIGILANCIA SANITARIA;ANVS;1.654,00;1.639,00;1.547,00;107
202204;36208;AGENCIA NACIONAL DE SAUDE SUPLEMENTAR;ANS;710;678;619;91
202204;37000;DEFENSORIA PUBLICA DA UNIAO;DPU;2.000,00;1.223,00;1.110,00;890
202204;38000;CONSELHO ADMINIST.DE DEFESA ECONOMICA;CADE;52;50;40;12
202204;39250;AGENCIA NAC. DE TRANSPORTES TERRESTRES;ANTT;1.769,00;1.231,00;996;773
202204;39251;AGENCIA NAC. DE TRANSPORTES AQUAVIARIOS;ANTAQ;478;443;366;112
202204;39252;DEPARTAMENTO NAC.DE INFRAEST. DE TRANSP.;DNIT;4.290,00;3.403,00;2.232,00;2.058,00
202204;40105;MINISTERIO DA DEFESA;MD;3.020,00;2.674,00;1.401,00;1.619,00
202204;40106;ADVOCACIA-GERAL DA UNIAO;AGU;8.898,00;8.845,00;6.785,00;2.113,00
202204;40108;MINISTERIO CIENCIA TEC.INOV.COMUNICACOES;MCTIC;5.691,00;4.796,00;2.995,00;2.696,00
202204;40111;MINISTERIO DO MEIO AMBIENTE;MMA;1.054,00;705;495;559
202204;40112;MINISTERIO DO DESENVOLVIMENTO REGIONAL;MDR;1.172,00;831;565;607
202204;40202;FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA;ENAP;248;248;210;38
202204;40301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;CNEN;3.297,00;2.811,00;1.553,00;1.744,00
202204;40403;FUNDACAO CASA DE RUI BARBOSA;FCRB;148;145;95;53
202204;40408;FUNDACAO CULTURAL PALMARES;FCP;25;25;23;2
202204;40501;CONSELHO NAC.DE DESEN.CIEN.E TECNOLOGICO;CNPQ;1.040,00;844;350;690
202204;40603;SUPERINTENDENCIA ZONA FRANCA DE MANAUS;SUFRAMA;593;593;417;176
202204;40604;INSTITUTO BRASILEIRO DE TURISMO;EMBRATUR;87;87;0;87
202204;40701;INST. BR. MEIO AMB. REC. NAT. RENOVAVEIS;IBAMA;6.427,00;6.411,00;2.434,00;3.993,00
202204;40801;GOVERNO DO EX-TERRITORIO DO AMAPA;EX-TER/AP;5.923,00;5.879,00;5.844,00;79
202204;40803;GOVERNO DO EX-TERRITORIO DE RONDONIA;EX-TER/RO;5.669,00;5.669,00;5.420,00;249
202204;40804;GOVERNO DO EX-TERRITORIO DE RORAIMA;EX-TER/RR;2.753,00;2.747,00;2.738,00;15
202204;40806;DEP.DE CENTRAL.SERV.DE INATIVOS E PENS.;DECIP/SGP;7;7;0;7
202204;41100;MINISTERIO DAS COMUNICACOES;MCOM;86;86;82;4
202204;41231;AGENCIA NACIONAL DE TELECOMUNICACOES;ANATEL;1.775,00;1.580,00;1.317,00;458
202204;42201;INSTITUTO NAC. DE COLONIZ E REF AGRARIA;INCRA;6.662,00;4.115,00;2.986,00;3.676,00
202204;42204;DEPTO. NACIONAL DE OBRAS CONTRA AS SECAS;DNOCS;1.543,00;1.542,00;730;813
202204;42207;INSTITUTO BRASILEIRO DE MUSEUS;IBRAM;743;598;371;372
202204;44205;AGENCIA NACIONAL DE AGUAS;ANA;397;380;290;107
202204;44206;INSTITUTO DE PESQ. JARDIM BOTANICO DO RJ;JBRJ;216;215;119;97
202204;44207;INSTITUTO CHICO MENDES CONSERV.BIODIVER.;ICMBIO;2.874,00;2.226,00;1.382,00;1.492,00
202204;45203;COMISSAO DE VALORES MOBILIARIOS;CVM;599;584;433;166
202204;45205;FUND. INST. BRASIL. GEOG. E ESTATISTICA;IBGE;11.528,00;11.525,00;4.226,00;7.302,00
202204;45206;INSTITUTO DE PESQUISA ECONOMICA APLICADA;IPEA;695;695;320;375
202204;45208;SUPERINTENDENCIA DE SEGUROS PRIVADOS;SUSEP;826;533;333;493
202204;49000;MINISTERIO DA INFRAESTRUTURA;MINFRA;996;947;421;575
202204;52201;AGENCIA NACIONAL DE AVIACAO CIVIL;ANAC;1.831,00;1.554,00;1.277,00;554
202204;53202;SUPERINTENDENCIA DO DESENV. DA AMAZONIA;SUDAM;201;191;132;69
202204;53203;SUPERINTENDENCIA DO DESENV. DO NORDESTE;SUDENE;231;209;173;58
202204;53297;SUP.DE DESENVOLVIMENTO DO CENTRO OESTE;SUDECO;97;97;69;28
202204;54000;MINISTERIO DO TURISMO;MTUR;847;828;713;134
202204;55000;MINISTERIO DA CIDADANIA;MC;995;757;407;588
202204;57201;FUND.JORGE DUPRAT FIG. SEG. MED.TRABALHO;F.CENTRO;502;379;184;318
202204;57202;INSTITUTO NACIONAL DE SEGURO SOCIAL;INSS;43.563,00;42.236,00;19.570,00;23.993,00
202204;59000;CONTROLADORIA-GERAL DA UNIAO;CGU;5.080,00;2.177,00;1.849,00;3.231,00
202204;70000;COMANDO DA MARINHA;CM;9.055,00;8.041,00;3.153,00;5.902,00
202204;81000;MIN. DA MULHER, FAMILIA E DIR. HUMANOS;MMFDH;89;39;37;52
202204;98000;ORGAO CENTRAL DO SIPEC;SIPEC;5.852,00;0;0;5.852,00
202205;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;12.070,00;11.300,00;6.254,00;5.816,00
202205;15000;MINISTERIO DA EDUCACAO;MEC;34.776,00;1.889,00;689;34.087,00
202205;16000;COMANDO DO EXERCITO;C.EX;8.044,00;8.042,00;3.630,00;4.414,00
202205;16100;FUNDACAO OSORIO;F OSORIO;95;93;58;37
202205;17000;MINISTERIO DA ECONOMIA;ME;76.592,00;65.060,00;35.940,00;40.652,00
202205;20000;MINIST. DA JUSTICA E SEGURANCA PUBLICA;MJ;3.556,00;3.433,00;2.290,00;1.266,00
202205;20101;PRESIDENCIA DA REPUBLICA;PR;699;257;122;577
202205;20114;AGENCIA BRASILEIRA DE INTELIGENCIA;ABIN;4.573,00;895;720;3.853,00
202205;20115;DEPARTAMENTO DE POLICIA FEDERAL;DPF;17.584,00;17.336,00;13.767,00;3.817,00
202205;20224;AGENCIA NACIONAL DO CINEMA;ANCINE;361;361;335;26
202205;21000;COMANDO DA AERONAUTICA;C.AER;8.644,00;7.680,00;3.260,00;5.384,00
202205;21201;CAIXA DE FINANCIAMENTO IMOB.AERONAUTICA;CFIA;69;0;0;69
202205;21300;AGENCIA ESPACIAL BRASILEIRA;AEB;176;176;53;123
202205;24203;FUNDACAO NACIONAL DE ARTES;FUNARTE;343;343;175;168
202205;24204;INSTITUTO DO PATR.HIST.E ART. NACIONAL;IPHAN;1.209,00;1.206,00;930;279
202205;24205;FUNDACAO BIBLIOTECA NACIONAL;FBN;453;453;263;190
202205;25000;MINISTERIO DA SAUDE;MS;78.652,00;73.946,00;41.073,00;37.579,00
202205;26104;INSTITUTO NACIONAL DE EDUCACAO DE SURDOS;INES;504;499;396;108
202205;26105;INSTITUTO BENJAMIN CONSTANT;I.B.CONST;283;281;251;32
202205;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;1.123,00;1.103,00;423;700
202205;26107;INST.NACIONAL DE EST.E PESQ.EDUCACIONAIS;INEP;617;533;380;237
202205;26201;COLEGIO PEDRO II;C.PEDROII;2.286,00;2.286,00;2.179,00;107
202205;26230;FUND.UNIV.FED.DO VALE DO SAO FRANCISCO;UNIVASF;1.042,00;990;960;82
202205;26231;UNIVERSIDADE FEDERAL DE ALAGOAS;UFAL;3.514,00;3.478,00;3.348,00;166
202205;26232;UNIVERSIDADE FEDERAL DA BAHIA;UFBA;5.929,00;5.912,00;5.572,00;357
202205;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;5.718,00;5.638,00;5.358,00;360
202205;26234;UNIVERSIDADE FEDERAL DO ESPIRITO SANTO;UFES;3.925,00;3.897,00;3.694,00;231
202205;26235;UNIVERSIDADE FEDERAL DE GOIAS;UFGO;5.291,00;5.220,00;5.075,00;216
202205;26236;UNIVERSIDADE FEDERAL FLUMINENSE;UFF;7.666,00;7.507,00;7.012,00;654
202205;26237;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;UFJF;3.279,00;3.220,00;3.114,00;165
202205;26238;UNIVERSIDADE FEDERAL DE MINAS GERAIS;UFMG;7.703,00;7.643,00;7.192,00;511
202205;26239;UNIVERSIDADE FEDERAL DO PARA;UFPA;5.537,00;5.432,00;5.213,00;324
202205;26240;UNIVERSIDADE FEDERAL DA PARAIBA;UFPB;6.345,00;6.312,00;5.908,00;437
202205;26241;UNIVERSIDADE FEDERAL DO PARANA;UFPR;6.375,00;6.336,00;5.983,00;392
202205;26242;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UFPE;6.835,00;6.765,00;6.424,00;411
202205;26243;UNIVERSIDADE FED. DO RIO GRANDE DO NORTE;UFRN;5.650,00;5.623,00;5.362,00;288
202205;26244;UNIVERSIDADE FED. DO RIO GRANDE DO SUL;UFRGS/RS;5.603,00;5.571,00;5.349,00;254
202205;26245;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;UFRJ;13.740,00;13.612,00;12.852,00;888
202205;26246;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;5.890,00;5.780,00;5.472,00;418
202205;26247;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM/RS;4.789,00;4.723,00;4.504,00;285
202205;26248;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;UFRPE;2.486,00;2.444,00;2.368,00;118
202205;26249;UNIV. FEDERAL RURAL DO RIO DE JANEIRO;UFRRJ;2.456,00;2.421,00;2.326,00;130
202205;26250;UNIVERSIDADE FEDERAL DE RORAIMA;UFRR;1.080,00;1.059,00;1.008,00;72
202205;26251;FUNDACAO UNIVERSIDADE FED. DO TOCANTINS;FUFT;2.032,00;1.999,00;1.975,00;57
202205;26252;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;UFCG;3.115,00;3.059,00;2.885,00;230
202205;26253;UNIVERSIDADE FEDERAL RURAL DA AMAZONIA;UFRA;1.202,00;1.120,00;1.093,00;109
202205;26254;UNIVERSIDADE FED.DO TRIANGULO MINEIRO;UFTM;2.159,00;2.107,00;1.995,00;164
202205;26255;UNI.FED.VALES DO JEQUITINHONHA E MUCURI;UFVJM;1.566,00;1.486,00;1.434,00;132
202205;26256;CENTRO FED.EDUC.TECNOL.CELSO S. FONSECA;CEFET/RJ;1.572,00;1.554,00;1.422,00;150
202205;26257;CENTRO FED.DE EDUC.TECNOL.MINAS GERAIS;CEFET/MG;1.648,00;1.635,00;1.582,00;66
202205;26258;UNIVERS. TECNOLOGICA FEDERAL DO PARANA;UTFPR;3.717,00;3.709,00;3.571,00;146
202205;26260;UNIVERSIDADE FEDERAL DE ALFENAS;UNIFAL-MG;932;917;903;29
202205;26261;UNIVERSIDADE FEDERAL DE ITAJUBA;UNIFEI;890;882;862;28
202205;26262;UNIVERSIDADE FEDERAL DE SAO PAULO;UNIFESP;5.746,00;5.698,00;5.355,00;391
202205;26263;UNIVERSIDADE FEDERAL DE LAVRAS;UFLA;1.446,00;1.382,00;1.340,00;106
202205;26264;UNIVERSIDADE FED. RURAL DO SEMI-ARIDO;UFERSA-RN;1.323,00;1.261,00;1.242,00;81
202205;26266;FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA;UNIPAMPA;1.858,00;1.799,00;1.776,00;82
202205;26267;UNIV.FED. DA INTEGRACAO LATINO-AMERICANA;UNILA;960;933;887;73
202205;26268;FUND. UNIVERSIDADE FEDERAL DE RONDONIA;UNIR;1.374,00;1.339,00;1.297,00;77
202205;26269;UNIVERSIDADE DO RIO DE JANEIRO;UNIRIO;2.460,00;2.454,00;2.320,00;140
202205;26270;FUNDACAO UNIVERSIDADE DO AMAZONAS;FUAM;3.451,00;3.394,00;3.248,00;203
202205;26271;FUNDACAO UNIVERSIDADE DE BRASILIA;UNB;6.072,00;5.998,00;5.689,00;383
202205;26272;FUNDACAO UNIVERSIDADE DO MARANHAO;UFMA;3.654,00;3.631,00;3.511,00;143
202205;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;2.084,00;2.040,00;1.915,00;169
202205;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;5.058,00;4.998,00;4.829,00;229
202205;26275;UNIVERSIDADE FEDERAL DO ACRE;UFAC;1.503,00;1.472,00;1.421,00;82
202205;26276;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;3.612,00;3.556,00;3.284,00;328
202205;26277;FUNDACAO UNIV. FEDERAL DE OURO PRETO;FUFOP;1.723,00;1.688,00;1.610,00;113
202205;26278;FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS;FUFPEL;2.762,00;2.707,00;2.614,00;148
202205;26279;UNIVERSIDADE FEDERAL DO PIAUI;UFPI;3.102,00;3.054,00;2.918,00;184
202205;26280;UNIVERSIDADE FEDERAL DE SAO CARLOS;FUFSCAR;2.368,00;2.316,00;2.238,00;130
202205;26281;FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE;FUFS;3.095,00;3.036,00;2.946,00;149
202205;26282;UNIVERSIDADE FEDERAL DE VICOSA;UFV;3.361,00;3.314,00;3.187,00;174
202205;26283;UNIV. FEDERAL DE MATO GROSSO DO SUL;UFMS;3.480,00;3.425,00;3.258,00;222
202205;26284;FUND.UNIV.FED.CIENC.SAUDE D PORTO ALEGRE;UFCSPA;588;587;577;11
202205;26285;FUND. UNIVERSIDADE DE SAO JOAO DEL REI;FUNREI;1.453,00;1.429,00;1.361,00;92
202205;26286;FUNDACAO UNVERSIDADE FEDERAL DO AMAPA;UNIFAP;1.216,00;1.197,00;1.134,00;82
202205;26292;FUNDACAO JOAQUIM NABUCO;FJN;452;452;178;274
202205;26298;FUND COORD APERF PESSOAL NIVEL SUPERIOR;CAPES;548;498;347;201
202205;26350;FUND. UNIV FEDERAL DA GRANDE DOURADOS;UFGD;1.589,00;1.572,00;1.524,00;65
202205;26351;UNIV. FEDERAL DO RECONCAVO DA BAHIA;UFRB;1.695,00;1.679,00;1.603,00;92
202205;26352;FUNDACAO UNIVERSIDADE FEDERAL DO ABC;UFABC;1.569,00;1.540,00;1.496,00;73
202205;26401;INSTITUTO FEDERAL DO ACRE;IFAC;863;760;730;133
202205;26402;INSTITUTO FEDERAL DE ALAGOAS;IFAL;1.887,00;1.860,00;1.841,00;46
202205;26403;INSTITUTO FEDERAL DO AMAZONAS;IFAM;1.970,00;1.874,00;1.797,00;173
202205;26404;INSTITUTO FEDERAL BAIANO;IFBAIANO;1.961,00;1.778,00;1.704,00;257
202205;26405;INSTITUTO FEDERAL DO CEARA;IFCE;3.856,00;3.734,00;3.560,00;296
202205;26406;INSTITUTO FEDERAL DO ESPIRITO SANTO;IFES;2.943,00;2.905,00;2.830,00;113
202205;26407;INSTITUTO FEDERAL GOIANO;IFGOIANO;1.423,00;1.416,00;1.374,00;49
202205;26408;INSTITUTO FEDERAL DO MARANHAO;IFMA;3.274,00;3.216,00;3.168,00;106
202205;26409;INSTITUTO FEDERAL DE MINAS GERAIS;IFMG;1.914,00;1.903,00;1.880,00;34
202205;26410;INSTITUTO FED. DO NORTE DE MINAS GERAIS;IFNORTEMG;1.373,00;1.345,00;1.328,00;45
202205;26411;INSTITUTO FED.DO SUDESTE DE MINAS GERAIS;IFSUDMG;1.316,00;1.309,00;1.292,00;24
202205;26412;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS;IFSULMG;1.157,00;1.141,00;1.127,00;30
